Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration_Hr,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
Probability: Mastering The Basics,0,0,0,0,Teaching & Academics,Math,Probability,Amrita Panjwani,English,FALSE,0,0,0,1.5,0,No,34.98,22
Gua Sha- Tool Assisted Massage Technique Certificate Course,4.7,5,0.5,1625,Health & Fitness,General Health,Massage,Mark Perren-Jones,English,FALSE,0,0,0,3,10,No,148.98,26
3 Steps to Increase Your Beautiful Cloth's Life & Save Money,5,5,0.5,1,Lifestyle,Other Lifestyle,Cleaning Method,Basavaraj Patil,English,FALSE,0,0,0,1,0,No,34.98,22
Learn to Draw - BEGINNER to ADVANCED Sketching Course,4.5,5,0.5,1191,Lifestyle,Arts & Crafts,Sketching,Ali Haider Rehman,English,FALSE,0,0,0,9.5,69,No,128.98,22
How to have difficult conversations,5,5,0.5,6,Personal Development,Influence,Difficult Conversations,Zhey Grudov,English,FALSE,0,0,0,0.633333333,4,No,29.98,22
Design a 3D Slider Heart Pendant in Fusion 360 - 6 Easy Step,5,5,0.5,1,Design,3D & Animation,Fusion 360,Dee Brown,English,FALSE,0,0,0,0.6,0,No,40.98,22
R Programming A-Z™: R For Data Science With Real Exercises!,4.6,5,0.5,41597,Development,Data Science,R (programming language),Kirill Eremenko,English,TRUE,0,6,0,10.5,0,Yes,128.98,22
Tally ERP 9 : Step by Step Guide to Accounting With Tally,4.2,5,0.5,1134,Finance & Accounting,Accounting & Bookkeeping,Tally.ERP,Chirag Mehta,English,FALSE,0,1,0,8,8,Yes,29.98,22
Email Marketing Domination,4.5,5,0.5,1,Marketing,Other Marketing,Email Marketing,Karyn Quick,English,FALSE,0,0,0,1,0,No,29.98,22
Minecraft for Beginners,4.6,5,0.5,12,Lifestyle,Gaming,Minecraft,Mason Archer,English,FALSE,0,0,0,1.5,0,No,29.98,22
Acupressure For Fitness And Beauty - Healthy The Natural Way,5,5,0.5,2,Health & Fitness,Fitness,Acupressure,Jakob Bargak,English,FALSE,0,5,0,1,71,No,88.98,22
Cryptocurrency Trading From Beginner To Advanced,4.7,5,0.5,76,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,Nicolas Guerrero,English,FALSE,0,0,0,6,0,No,108.98,108.98
"Organisation structure , Bands and Grades Structures",4.8,5,0.5,10,Business,Human Resources,Unknown,Rajiv Misra,English,FALSE,0,0,0,1,1,No,64.98,22
Nutrition Certification: Advanced Diet & Meal Planning,4.5,5,0.5,956,Health & Fitness,Nutrition,Unknown,Felix Harder,English,FALSE,0,8,0,5,19,No,128.98,22
"How Many ""Megapixels"" Do You Really Need?",4.7,5,0.5,31,Photography & Video,Photography,Digital Photography,Dave Weber,English,FALSE,0,0,0,0.5,0,No,29.98,22
Getting Started With Apache Cassandra ,4.2,5,0.5,2212,Development,Database Design & Development,Apache Cassandra,Infinite Skills,English,TRUE,0,1,0,8,1,Yes,59.98,22
IMS Dry Needling for Healthcare Professionals,0,0,0,0,Health & Fitness,General Health,Unknown,Brent Stevenson,English,FALSE,0,36,0,8,8,No,218.98,218.98
Film and edit Home and family videos - Practical guide,5,5,0.5,2,Photography & Video,Video Design,Videography,Dalibor Jovic,English,FALSE,0,0,0,2,1,No,34.98,22
C# Procedural Random Dungeon Generator in Unity 3D & Blender,4.6,5,0.5,22,Design,Game Design,Unknown,Billy McDaniel,English,FALSE,0,1,0,6.5,2,No,44.98,22
7 Tricks to Improve your TANGO,4.3,5,0.5,55,Health & Fitness,Dance,Tango Dance,Pablo & Ludmila,English,FALSE,0,0,0,0.716666667,0,No,29.98,22
UX Design Course - UX Case Study,3,5,0.5,1,Design,User Experience Design,Unknown,uxarabia ux design course,English,FALSE,0,0,0,1,0,No,128.98,22
Therapeutic Art Life Coach Certification  (Accredited),4.4,5,0.5,10992,Health & Fitness,Mental Health,Art Therapy,Joeel & Natalie Rivera,English,FALSE,0,6,0,3,15,Yes,218.98,41
How to Write a Successful Research Paper in Machine Learning,0,0,0,0,Teaching & Academics,Science,Research Paper Writing,Milan Tripathi,English,FALSE,0,0,0,1.5,0,No,29.98,22
Get Things Done: 29 BIG Ideas For Getting Things Done,4.6,5,0.5,4,Personal Development,Personal Productivity,Unknown,Derek Franklin,English,FALSE,0,0,0,3.5,0,No,104.98,22
Learn Audio Editing,5,5,0.5,6,Music,Music Software,Audio Editing,Music Course Online,English,FALSE,0,0,0,2.5,13,No,59.98,59.98
Build Your Own Home Hydroponic Farm,4.6,5,0.5,187,Lifestyle,Home Improvement,Gardening,Caleb Johnson,English,FALSE,0,0,0,3,6,Yes,40.98,22
G Suite: 6-Course Bundle,4.4,5,0.5,8,Office Productivity,Google,Google Workspace (G Suite),Intellezy Trainers,English,FALSE,0,0,0,11.5,4,No,128.98,22
Certified Indian Etc. Dance Fitness  Class online Part 5,0,0,0,0,Health & Fitness,Dance,Indian Dance,Sarita Wariyer,English,FALSE,0,1,0,0.516666667,10,No,34.98,22
Hit Songwriting: Learn to Write! Enjoy a Songwriting Career!,3.7,5,0.5,84,Music,Music Techniques,Songwriting,Pippin Jag,English,FALSE,0,93,0,1.5,13,No,128.98,22
How to Create Inner Peace Using Mindfulness,5,5,0.5,1,Health & Fitness,Mental Health,Mindfulness,Kristy Rackham,English,FALSE,0,2,0,3,18,No,59.98,22
Leadership Ethics and Integrity: A Comprehensive Guide !,4.4,5,0.5,1043,Personal Development,Leadership,Ethics,Sivakami S ; MBA ; Ph.D (ongoing),English,FALSE,0,0,0,4.5,2,Yes,98.98,26
Learn Premiere pro Lumetri color in 45 mins,5,5,0.5,1,Photography & Video,Other Photography & Video,Adobe Premiere,william Buckley,English,FALSE,0,0,0,1,1,No,108.98,22
"Comprehensive Guide to Financial Markets, Investing &Trading",4.4,5,0.5,2358,Finance & Accounting,Investing & Trading,Financial Trading,Hari Swaminathan,English,TRUE,0,0,0,9,8,No,108.98,24
Individual Income Tax Form 1040 Comprehensive Problem,4.8,5,0.5,12,Business,Other Business,Tax Preparation,Robert (Bob) Steele,English,FALSE,0,0,0,8,5,No,128.98,22
Help Me I’m a Parent! The Parenting MAP,5,5,0.5,1,Personal Development,Parenting & Relationships,Parenting,Coach Hall,English,FALSE,0,1,0,9.5,94,No,128.98,22
Conversion | Energy Immersion - A4.6,5,5,0.5,1,Health & Fitness,Mental Health,Psychic,Rev. Devan Jesse Byrne,English,FALSE,0,1,0,11.5,3,No,128.98,22
The Complete Power BI Practical Course 2021,4.5,5,0.5,720,Office Productivity,Other Office Productivity,Microsoft Power BI,365 Careers,English,FALSE,0,5,0,8,45,No,128.98,22
Oppositional Defiant Disorder: Answers to Ease the Struggle,4.8,5,0.5,299,Teaching & Academics,Teacher Training,Special Education,Carla Butorac,English,FALSE,0,0,0,1.5,17,No,59.98,22
The Maya City of Chichén Itzá,5,5,0.5,1,Teaching & Academics,Humanities,Architectural History,Federico von Borstel,English,FALSE,0,0,0,3,0,No,128.98,22
"TOEFL, IELTS, TOEIC vocabulary test (1000+ words)",0,0,0,0,Teaching & Academics,Test Prep,English Vocabulary,Alessandro Perre,English,FALSE,6,0,0,0,0,No,29.98,22
Chapter Five: The Amazing Oolong Tea 了不起的乌龙茶,5,5,0.5,1,Lifestyle,Food & Beverage,Tea,Mabol Discover Cha,English,FALSE,0,0,0,1,12,No,29.98,22
"Leave the Rat Race, Sail the World, and Fund your Adventure",4.5,5,0.5,44,Lifestyle,Travel,Sailing,Charlie Borland,English,FALSE,0,9,0,2.5,0,No,44.98,22
Landscape Photography Master Class,4.6,5,0.5,223,Photography & Video,Other Photography & Video,Landscape Photography,Mujahid ur Rehman,English,TRUE,0,7,0,7.5,0,No,88.98,22
SOLID Principles: Introducing Software Architecture & Design,4.7,5,0.5,5979,Development,Software Engineering,Software Architecture,Sujith George,English,FALSE,0,0,0,2,0,Yes,29.98,22
Learn to play trumpet from scratch.,5,5,0.5,2,Music,Instruments,Trumpet,Colin Jones,English,FALSE,0,0,0,1,4,No,29.98,22
MACE: Medication Aide Certification  Practice Exams,5,5,0.5,6,Health & Fitness,Safety & First Aid,Pharmacy,Monique Hennagan,English,FALSE,5,0,0,0,0,No,44.98,22
Fully Accredited Professional Spirituality Coach Diploma,4.7,5,0.5,790,Personal Development,Leadership,Spirituality,Dr Karen E Wells,English,FALSE,0,2,0,1.5,0,No,104.98,26
The Beginners Guide to 3D Web Game Development with ThreeJS,0,0,0,0,Development,Game Development,Three.JS,Nicholas Lever,English,FALSE,0,1,0,7.5,1,No,108.98,22
"Learning SOLIDWORKS : For Students, Engineers, and Designers",4.4,5,0.5,1853,Design,Design Tools,Product Design,CADCIM Technologies,English,FALSE,1,0,0,9.5,51,No,40.98,22
An Introduction to Psychology,4.4,5,0.5,5,Teaching & Academics,Social Science,Psychology,The Saviour Academy,English,FALSE,0,0,0,4,8,No,29.98,22
Bird Watching in Florida,5,5,0.5,1,Lifestyle,Travel,Travel Tips,Randy Minder,English,FALSE,0,0,0,2,5,No,29.98,22
Bible Study 101,0,0,0,0,Personal Development,Religion & Spirituality,The Bible,Anthony Chandler,English,FALSE,0,0,0,1,0,No,29.98,22
Tax & Adjusting Entry Year-End Accounting Excel Worksheet,4.6,5,0.5,147,Office Productivity,Microsoft,Excel Analytics,Robert (Bob) Steele,English,FALSE,0,0,0,5,29,No,128.98,22
Your Daily Dose of Dog: Growing Up With Gusto!,0,0,0,0,Lifestyle,Pet Care & Training,Dog Training,Nancy Bailey,English,FALSE,0,1,0,0.5,38,No,40.98,22
[2020] Facebook Ads: Facebook / Instagram Advertising Course,4,5,0.5,810,Marketing,Digital Marketing,Facebook Ads,Davis Jones,English,FALSE,0,1,0,2.5,0,No,128.98,22
Video Podcasting for Beginners,0,0,0,0,Business,Media,Podcasting,Chicvoyage Productions,English,FALSE,0,0,0,1.5,0,No,88.98,22
Media Planning For Online And Offline Business,5,5,0.5,5,Marketing,Advertising,Advertising Strategy,Eric Yeboah,English,FALSE,0,0,0,1,0,No,108.98,22
YouTube Piggyback Method - Unlimited Cheap Traffic,3.5,5,0.5,629,Marketing,Social Media Marketing,YouTube Marketing,Crucial Advantage,English,FALSE,0,0,0,0.65,0,No,59.98,22
TOTAL: CompTIA Network+ Certification (N10-007),4.7,5,0.5,22335,IT & Software,IT Certifications,CompTIA Network+,"Total Seminars • 750,000+ Enrollments",English,TRUE,0,0,0,23,1,Yes,218.98,37
Kickstart Your Content Marketing Strategy,0,0,0,0,Business,Communication,Content Marketing,Dale Darley,English,FALSE,0,0,0,1,0,No,40.98,22
Learn How to Analyse and Understand Poetry,0,0,0,0,Teaching & Academics,Other Teaching & Academics,Poetry,Laura Harrison,English,FALSE,0,0,0,10,3,No,128.98,22
Learn to Trade Digital Assets Successfully,5,5,0.5,1,Business,Other Business,Cryptocurrency,CryptoGrinders Pte. Ltd.,English,FALSE,0,0,0,3,0,No,218.98,218.98
Become a  LEAN Inventory Manager in Supply Chain Management,4.3,5,0.5,139,Business,Operations,Inventory Management,Adarsh Amal,English,FALSE,0,2,0,2.5,0,No,29.98,22
General Chinese（2）,5,5,0.5,1,Teaching & Academics,Language Learning,Chinese Language,优实中文 UseMandarin,English,FALSE,0,0,0,12.5,0,No,29.98,22
Learn to Photograph Real Estate Like a Pro!,4.7,5,0.5,5,Photography & Video,Commercial Photography,Real Estate Photography,Nathan Devine,English,FALSE,0,0,0,3,1,No,59.98,22
The Ultimate Chess Endgame Course Vol 1,5,5,0.5,2,Lifestyle,Gaming,Chess,Saif Tarek,English,FALSE,0,0,0,2.5,0,No,29.98,22
Yin Yoga for Stress Management,4.3,5,0.5,4,Health & Fitness,Yoga,Unknown,Doris Müllner,English,FALSE,0,0,0,2.5,0,No,34.98,22
Forensic Psychology : Criminal Profiling Certificate,4.3,5,0.5,220,Teaching & Academics,Social Science,Criminology,Ahilan Chandran,English,FALSE,0,0,0,2,0,Yes,128.98,22
Logic Live Loops | Logic Pro X - 10.5 Update,4.8,5,0.5,14,Music,Music Software,Logic Pro X,Ben Rowlands,English,FALSE,0,0,0,1.5,0,No,40.98,22
Your Realistic Guide to Freelance Blogging,4.8,5,0.5,15,Marketing,Content Marketing,Freelance Writing,Patrick Icasas,English,FALSE,0,0,0,1,1,No,128.98,22
LinkedIn Ads for Beginners - 2021,4.5,5,0.5,132,Marketing,Advertising,LinkedIn,Aaron Connolly,English,FALSE,0,0,0,2,0,No,138.98,23
Dog Training for Humans - Stop Pulling on the Lead!,3.9,5,0.5,114,Lifestyle,Pet Care & Training,Dog Training,Dom Hodgson,English,FALSE,0,0,0,1.5,0,No,128.98,22
Fundamentals of Residential Property Management,4.5,5,0.5,302,Business,Real Estate,Property Management,Jacqueline Carrington,English,FALSE,0,0,0,1.5,0,Yes,34.98,24
Introduction to CBT: Cognitive Behavioral Therapy,4.2,5,0.5,4001,Health & Fitness,Mental Health,CBT,Libby Seery Founder of Renaissance Life Therapies,English,FALSE,0,2,0,1.5,48,No,148.98,26
YouTube Marketing: Grow Your Business with YouTube,4.5,5,0.5,1184,Marketing,Digital Marketing,YouTube Marketing,Phil Ebiner,English,FALSE,0,3,0,5,4,No,138.98,23
Fit Tennis!™ 2,5,5,0.5,1,Health & Fitness,Fitness,Unknown,Frederic Dewitte,English,FALSE,0,0,0,1,0,No,29.98,22
Canon Camera Course: Getting Started with Canon Photography,4.7,5,0.5,1104,Photography & Video,Digital Photography,DSLR,Phil Ebiner,English,FALSE,0,3,0,3.5,4,No,108.98,22
Constructing a Website With Google Sites,4.4,5,0.5,284,Teaching & Academics,Teacher Training,Google Sites,Joyce Fiedler,English,FALSE,0,0,0,0.633333333,0,No,29.98,22
OpenCart Basics: A Course For Dummies,0,0,0,0,Marketing,Other Marketing,OpenCart,Pedro Planas,English,FALSE,0,0,0,1,0,No,29.98,22
Intro to Storytelling: Wow Your Crowd,4.5,5,0.5,1210,Personal Development,Creativity,Storytelling,Kevin Allison,English,FALSE,0,0,0,3,10,No,104.98,23
"Beer & Food: The best ways to serve, taste and combine beer",5,5,0.5,6,Lifestyle,Food & Beverage,Beer Brewing,Beer Training,English,FALSE,0,0,0,0.516666667,1,No,40.98,22
Complete Punctuation: Novice To Pro,4.8,5,0.5,376,Teaching & Academics,Other Teaching & Academics,Punctuation,Clare Lynch,English,FALSE,0,14,0,3,25,No,128.98,22
Microsoft Excel - Data Analysis with Excel Pivot Tables,4.6,5,0.5,28542,Office Productivity,Microsoft,Excel,Maven Analytics,English,TRUE,0,22,0,6.5,6,Yes,128.98,22
How to Manage & Influence Your Virtual Team,4.4,5,0.5,14040,Business,Management,Management Skills,Hassan Osman,English,FALSE,1,1,0,3,5,No,128.98,22
10 Photoshop Retouching Courses In - 1 Course,4,5,0.5,105,Photography & Video,Commercial Photography,Photoshop,Manfred Werner,English,FALSE,0,10,0,25,27,No,108.98,22
Shoulder Love,0,0,0,0,Health & Fitness,General Health,Home Workout,Joanna Ferret,English,FALSE,0,0,0,5.5,0,No,59.98,22
Learn Chinese Through Short Stories in Chinese Language,0,0,0,0,Teaching & Academics,Language Learning,Chinese Language,Sanela Ksela,English,FALSE,0,1,0,2.5,15,No,128.98,22
Certified Manager of Quality and Process Excellence,3.5,5,0.5,1,Business,Industry,Manufacturing,Olanab Consults,English,FALSE,0,0,0,2,0,No,78.98,22
LEARN OUR RETOUCHING SECRETS IN FULL COMMERCIAL WORKFLOW,5,5,0.5,2,Photography & Video,Photography Tools,Photoshop Retouching,Simon Koch,English,FALSE,0,0,0,4,0,No,68.98,68.98
Become an iMovie Master - Create Amazing Movies Today,4.7,5,0.5,721,Photography & Video,Video Design,iMovie,Steve Burnich,English,FALSE,0,0,0,2.5,7,Yes,138.98,23
Oracle 1Z0-068 | RAC and Grid Infrastructure Administration,0,0,0,0,IT & Software,IT Certifications,Oracle Certification,Cloud Database Engineer,English,FALSE,6,0,0,0,0,No,29.98,22
The Ultimate Beginners Guide to Python Recommender Systems,4.6,5,0.5,11,Development,Data Science,Unknown,Jones Granatyr,English,FALSE,0,1,0,4,2,No,29.98,22
Master Glyph Hacking in Ingress Prime,0,0,0,0,Teaching & Academics,Other Teaching & Academics,Kubernetes,Maninder Pal Singh,English,FALSE,0,0,0,2.5,0,No,40.98,22
Copywriting For Landing Page Optimization & Sales Funnels,4.4,5,0.5,142,Marketing,Product Marketing,Landing Page Optimization,Alex Genadinik,English,FALSE,0,2,0,2.5,13,No,59.98,22
Instagram Marketing- GrowthHacking & Automation MICRO Course,4.6,5,0.5,11,Marketing,Growth Hacking,Instagram Marketing,Justin Boggs,English,FALSE,0,0,0,1,0,No,29.98,22
Press Releases: The Power of Gaining Massive Website Traffic,3.2,5,0.5,23,Marketing,Public Relations,Website Traffic,Ellen Levinas,English,FALSE,0,0,0,0.533333333,5,No,40.98,22
Modern India,4.2,5,0.5,3,Teaching & Academics,Social Science,History,Pulkit Aggarwal,English,FALSE,0,0,0,6,19,No,34.98,22
"Making Rock, Punk and Goth Jewelry",2,5,0.5,1,Design,Fashion Design,Jewelry Design,Courses ABC,English,FALSE,0,0,0,3.5,0,No,29.98,22
Country Guitar Essentials: Chicken Pickin',4.9,5,0.5,482,Music,Music Techniques,Country Guitar,Vinnie D,English,FALSE,0,0,0,3.5,29,Yes,78.98,22
Growth Hacking & Viral Marketing: #1 Growth Hacking Strategy,4.7,5,0.5,22,Marketing,Growth Hacking,Unknown,"Dekker Fraser, MBA",English,FALSE,0,5,0,8,3,No,128.98,22
Ten Commandments for safe & secured Contract (EPC Projects),0,0,0,0,Business,Project Management,Contract Management,Samiran Das,English,FALSE,0,10,0,1,11,No,29.98,22
Negotiate Down Medical Bills in 15 Easy Steps,4.8,5,0.5,19,Finance & Accounting,Other Finance & Accounting,Healthcare,David Holt,English,FALSE,0,1,0,2.5,25,No,88.98,22
Meditation for Angry People,0,0,0,0,Health & Fitness,Meditation,Unknown,Pearl Howie,English,FALSE,0,0,0,6,0,No,29.98,22
Whimsical Birds in Acrylic Paint,0,0,0,0,Design,Other Design,Acrylic Painting,Jennifer Keller,English,FALSE,0,0,0,0.716666667,4,No,34.98,22
Selenium Webdriver with PYTHON from Scratch + Frameworks,4.6,5,0.5,7117,Development,Software Testing,Selenium Testing Framework,Rahul Shetty,English,FALSE,0,16,0,18,13,Yes,128.98,22
Montessori Language  Course (Early Childhood and Elementary),3.9,5,0.5,179,Teaching & Academics,Other Teaching & Academics,English Grammar,Dina Ahmed,English,FALSE,0,0,0,3.5,7,No,44.98,44.98
Thought Forms,5,5,0.5,2,Personal Development,Other Personal Development,Spirituality,Aashiesh Agarwaal,English,FALSE,0,0,0,1.5,0,No,29.98,22
Self-Awareness Life Coach Certification8 Training,4.8,5,0.5,73,Business,Industry,Self-Awareness,Empowerment Coach Academy,English,FALSE,0,1,0,8.5,114,No,128.98,22
The Hermitage EAGLE Programme,4.4,5,0.5,5,Personal Development,Personal Brand Building,Corporate Learning and Development (L&D),Kamalrukh Baria,English,FALSE,0,0,0,3.5,10,No,34.98,34.98
Staying Safe Online with Improving Office Productivity,5,5,0.5,3,Personal Development,Personal Productivity,Unknown,Chip Reaves,English,FALSE,0,0,0,1.5,4,No,55.98,22
MBSR - Mindfulness Based Stress Reduction,4,5,0.5,274,Health & Fitness,Mental Health,MBSR,Paul Newham | Human Science UK,English,FALSE,0,16,0,2,9,No,29.98,24
Learn Snapseed Mobile,0,0,0,0,Photography & Video,Photography Tools,Snapseed,Noman Shahid,English,FALSE,0,0,0,1,0,No,59.98,22
Ultimate Web Content Writing Masterclass+Power words eBook,4.5,5,0.5,1653,Marketing,Content Marketing,Content Writing,Sivakumar Kannan,English,FALSE,0,0,0,4.5,10,Yes,138.98,24
The MBA Hedge Funds Fundamentals Course,0,0,0,0,Finance & Accounting,Investing & Trading,Hedge Fund,Raj Gupta,English,FALSE,0,0,0,14.5,146,No,128.98,22
"Learn ARcore,make your Room interact with  Unity 3D physics.",5,5,0.5,1,Development,Game Development,ARcore,Brinis Hamza,English,FALSE,0,0,0,2,1,No,128.98,22
Photoshop for Entrepreneurs - Design 11 Practical Projects,3.5,5,0.5,1560,Design,Graphic Design & Illustration,Photoshop,Phil Ebiner,English,TRUE,0,1,0,5,14,No,108.98,22
IQ option best binary strategy:100% winning strategy,1,5,0.5,1,Finance & Accounting,Investing & Trading,Binary Options,Elijah Adewumi,English,FALSE,0,0,0,1,0,No,128.98,22
How to Present Confidently using Video from a Home Office,4.7,5,0.5,10,Personal Development,Personal Brand Building,Video Conferencing,Jason van Genderen,English,FALSE,0,0,0,0.716666667,0,No,40.98,22
"How to be an expert voice artist, up your game and get paid",3,5,0.5,3,Business,Media,Voice-Over,Hanlé Barnard,English,FALSE,0,0,0,1.5,0,No,29.98,22
League Of Legends Course - The Secret Blueprint To High Elo,2.7,5,0.5,3,Lifestyle,Gaming,League of Legends,Manuel Obermeier,English,FALSE,0,0,0,3,0,No,29.98,22
Speed Reading Masterclass: Read 1 Book Each Week,3.5,5,0.5,173,Personal Development,Memory & Study Skills,Speed Reading,Amer Taha- courseyo,English,FALSE,0,0,0,1,3,No,78.98,22
How To Backpack,5,5,0.5,1,Lifestyle,Travel,Travel Tips,HowExpert,English,FALSE,0,0,0,1,0,No,40.98,40.98
Marketing Analytics: Forecasting Models with Excel,4.4,5,0.5,1060,Marketing,Marketing Analytics & Automation,Excel Modeling,Start-Tech Academy,English,FALSE,0,2,0,7,40,Yes,40.98,26
Animation for Beginners in After Effects,0,0,0,0,Design,3D & Animation,Animation,Bryan Webb,English,FALSE,0,0,0,0,0,No,0,0
Origami Paper Art - Master Course,4.9,5,0.5,17,Personal Development,Creativity,Origami,Dr. Pragya Gupta,English,FALSE,0,1,0,6,1,No,29.98,22
